Datum,WGS 84
WP,DMX,VI4208,42,45.990,19,23.439,06/18/2008,00:00:00,Морача от IZIB
WP,DMX,MV4217,42,25.561,18,46.307,06/24/2008,00:00:00,Котор от IZIB
WP,DMX,VI4218,43,8.912,19,17.531,06/14/2008,00:00:00,Тара от IZIB
WP,DMX,TR4221,43,18.160,40,24.334,06/20/2008,00:00:00,Cторожевая башня Хасанта-Абаа от Sleva
WP,DMX,VI4299,44,58.917,15,24.134,07/02/2008,00:00:00,Осторожно мины! от kst
WP,DMX,VI4334,36,7.467,27,43.550,07/29/2008,00:00:00,Замок Монолитос и таинственный мыс (о-в Родос) от 4044415
WP,DMX,MV4350,53,8.091,23,8.700,07/15/2008,00:00:00,Версаль Подлясья от interbahus
WP,DMX,TR4469,41,6.417,1,1.278,07/18/2008,00:00:00,Парк Samá от November
WP,DMX,TR4470,49,8.595,20,5.294,08/18/2008,00:00:00,Проект "Штрба" от timofei
WP,DMX,TR4472,42,27.860,27,22.106,08/16/2008,00:00:00,Горноезеровский монастырь в Болгарии от Dionisiy
WP,DMX,VI4479,42,25.575,27,41.077,08/13/2008,00:00:00,Cозопль. Прогулка по морю от Dionisiy
WP,DMX,MV4480,42,25.464,27,41.702,08/13/2008,00:00:00,Cозопль. Прогулка по городу от Dionisiy
WP,DMX,VI4481,42,18.120,27,4.128,08/20/2008,00:00:00,Ропотамо - болгарская Амазонка от isilgan
WP,DMX,VI4484,43,7.008,25,36.432,08/14/2008,00:00:00,Преображенский  монастырь в Болгарии от Dionisiy
WP,DMX,VI4485,42,57.092,25,25.956,08/14/2008,00:00:00,Дряновский монастырь в Болгарии от Dionisiy
WP,DMX,VI4493,42,19.083,27,46.042,08/20/2008,00:00:00,Беглик Таш от isilgan
WP,DMX,TR4504,39,49.426,0,15.236,07/23/2008,00:00:00,Пещера с подземной рекой Sant Josep от November
WP,DMX,TR4534,41,8.729,1,14.593,07/24/2008,00:00:00,Древнеримский акведук от November
WP,DMX,VI4549,42,6.145,23,6.700,08/20/2008,00:00:00,Cтобские пирамиды от isilgan
WP,DMX,MV4565,41,7.106,1,15.455,07/20/2008,00:00:00,Таррагона от November
WP,DMX,MV4576,39,34.606,2,39.234,09/02/2008,00:00:00,Майорская узкоколейка от Dimkin
WP,DMX,VI4577,39,46.055,2,42.838,09/02/2008,00:00:00,Апельсиновый экспресс от Dimkin
WP,DMX,MS4578,39,49.289,2,53.073,09/02/2008,00:00:00,Cвятая обитель в горах Трамунтана от Dimkin
WP,DMX,MS4579,39,51.117,2,48.378,09/02/2008,00:00:00,В краю дырявых скал от Dimkin
WP,DMX,VI4614,-38,4.650,-61,22.758,04/07/2008,00:00:00,По следам капитана Гранта – Патагония от Safari
WP,DMX,VI4615,-25,35.687,-54,35.449,04/08/2008,00:00:00,Парагвайский шпион от Safari
WP,DMX,MS4634,41,21.621,1,59.108,08/02/2008,00:00:00,Каталония в миниатюре от November
WP,DMX,VI4704,41,5.282,1,9.349,07/28/2008,00:00:00,PortAventura от November
WP,DMX,MV4717,35,19.411,25,23.532,09/19/2008,00:00:00,Порт Херсонисос от milka 74
WP,DMX,TR4805,36,40.950,30,30.860,05/15/2008,00:00:00,Река Гейнюк водопад в скалах от Denich111
WP,DMX,VI4833,38,46.827,-9,29.937,09/20/2008,00:00:00,Cabo da Roca от Iriska
